business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,state,AcceptsInsurance,Alcohol,Ambience,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,ByAppointmentOnly,Caters,DogsAllowed,GoodForKids,GoodForMeal,HasTV,Music,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,garage,lot,street,valet,validated
40560,"Martial Arts, Gyms, Fitness & Instruction, Active Life, Circuit Training Gyms, Kickboxing",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-20:0', 'Wednesday': '15:0-20:0', 'Thursday': '7:0-13:0', 'Friday': '15:0-19:0', 'Saturday': '8:0-12:0'}",1,36.1256218,-115.2979834,9Round,89147,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150003,"Active Life, Health & Medical, Nutritionists, Fitness & Instruction, Weight Loss Centers, Gyms",Phoenix,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0'}",0,33.6395262,-112.0576737,Knockout Total Body,85022,AZ,,,,True,,True,False,,,,,,,,,,,,,,,,,,,,,,
46007,"Gyms, Trainers, Yoga, Interval Training Gyms, Dance Studios, Active Life, Fitness & Instruction",Phoenix,"{'Monday': '18:30-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '9:30-10:30', 'Thursday': '17:0-21:0', 'Friday': '9:30-10:30', 'Saturday': '8:30-12:0', 'Sunday': '9:0-10:0'}",0,33.6829784,-112.0962876,DS Fitness Studio,85027,AZ,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
91628,"Fitness & Instruction, Boxing, Active Life, Cycling Classes, Interval Training Gyms, Gyms",Las Vegas,"{'Monday': '6:0-12:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:0-20:0', 'Friday': '6:0-19:0', 'Saturday': '7:30-13:30', 'Sunday': '8:0-13:0'}",1,36.159927,-115.293307,REDEMPTION Fitness,89145,NV,,,,True,,True,False,,False,,,,,,,,,,,,,,True,,False,True,False,False,False
77812,"Active Life, Fitness & Instruction, Amateur Sports Teams, Gyms, Recreation Centers",Las Vegas,,1,36.0478803,-115.2809752,Rhodes Ranch Recreation Center,89148,NV,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
17341,"Fitness & Instruction, Gyms, Active Life",Charlotte,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-22:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",1,35.2955596448,-80.7399583608,Lifetime fitness,28213,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33602,"Barre Classes, Fitness & Instruction, Active Life, Gyms",Las Vegas,"{'Monday': '16:0-18:15', 'Tuesday': '16:0-18:15', 'Wednesday': '16:0-18:15', 'Thursday': '16:0-18:15', 'Friday': '7:45-13:0', 'Saturday': '8:0-11:30', 'Sunday': '8:30-12:0'}",1,36.1510665,-115.3336721,Pure Barre - Las Vegas,89135,NV,,,,True,,True,False,,,False,,,,,,,,,,,,,,,True,True,False,False,False
44257,"Gyms, Pilates, Boot Camps, Fitness & Instruction, Active Life",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.1122865423,-115.3013420098,Las Vegas Athletic Club,89147,NV,,,,True,,True,False,,False,True,,,,,,,,,,,,,,,False,True,False,False,False
83782,"Active Life, Trainers, Beauty & Spas, Gyms, Massage, Squash, Fitness & Instruction",Calgary,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '9:0-16:0'}",1,51.0485203,-114.0774219,Fifth Avenue Club,T2P 2X6,AB,,,,,,,False,,,False,,,,,,,,,2,,,,,,False,False,False,False,False
160801,"Fitness & Instruction, Active Life, Gyms",Charlotte,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-20:0', 'Saturday': '8:0-17:0', 'Sunday': '10:0-17:0'}",0,35.17804,-80.854719,ZX Fitness,28209,NC,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
174352,"Sports Clubs, Gyms, Fitness & Instruction, Trainers, Active Life",North York,"{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-18:0'}",1,43.7848337,-79.4717753,GoodLife Fitness,M3J 3N4,ON,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
1807,"Fitness & Instruction, Gyms, Active Life, Trainers",Calgary,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-19:0', 'Saturday': '8:30-15:0', 'Sunday': '9:30-19:30'}",0,51.0378448751,-114.069767924,Studio Revolution,T2S 0A5,AB,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,False,False,False
7905,"Pilates, Gyms, Trainers, Active Life, Fitness & Instruction",Glenshaw,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-14:0', 'Saturday': '7:30-13:0', 'Sunday': '7:30-11:30'}",1,40.5490592,-79.9141139,Vygor Fitness + Nutrition,15116,PA,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
128374,"Active Life, Trainers, Gyms, Fitness & Instruction",Thornhill,,0,43.8297964,-79.4276389,Extreme Fitness,L3T 2C7,ON,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
6159,"Yoga, Gyms, Fitness & Instruction, Active Life, Sports Clubs, Trainers",Aurora,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,44.0177888457,-79.4482736001,LA Fitness,L4G 6J1,ON,,,,True,,,False,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
8790,"Gyms, Active Life, Fitness & Instruction, Rock Climbing",Wildwood,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}",1,40.5934668,-79.9698401,Climb North,15091,PA,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
25813,"Active Life, Gyms, Trainers, Sports Clubs, Boot Camps, Batting Cages, Fitness & Instruction",Tempe,,1,33.4366655,-111.9403254,Challenge,85281,AZ,,,,,,True,True,,,False,,,,,,,,,,,,,,,,,,,
6865,"Nutritionists, Active Life, Health & Medical, Fitness & Instruction, Gyms, Specialty Schools, Education, Trainers, Boot Camps",Scottsdale,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,33.4651928,-111.9165925,Levels Fitness & Nutrition,85257,AZ,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
84706,"Gyms, Fitness & Instruction, Trainers, Active Life",Avon,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,41.4574,-82.01084,Anytime Fitness,44011,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61229,"Pilates, Yoga, Active Life, Dance Studios, Fitness & Instruction, Gyms, Barre Classes",Scottsdale,"{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}",1,33.6269203,-111.918062,barre3 Scottsdale,85260,AZ,,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,True,False,False,False
84830,"Trainers, Active Life, Gyms, Fitness & Instruction, Boot Camps, Interval Training Gyms",Matthews,"{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '8:0-12:0', 'Sunday': '14:0-15:30'}",1,35.122215,-80.7268548,Crossfit Kaiju,28105,NC,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,True,False,False
80594,"Gyms, Trainers, Active Life, Martial Arts, Fitness & Instruction",Mesa,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-20:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-14:0'}",0,33.4067365,-111.6309631,LA Boxing,85208,AZ,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
153632,"Active Life, Gyms, Fitness & Instruction, Health & Medical, Weight Loss Centers, Trainers",Phoenix,"{'Monday': '5:0-19:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-19:0', 'Friday': '5:0-18:0', 'Saturday': '7:0-12:0'}",0,33.3200176,-111.988549,Curves,85044,AZ,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
160419,"Sports Clubs, Active Life, Gyms, Fitness & Instruction, Trainers",Toronto,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,43.6463664,-79.4023142,GoodLife Fitness,M5V 3B1,ON,,,,True,,,False,,,False,,,,,,,,,,,,,,,True,False,False,False,False
190427,"Tennis, Gyms, Fitness & Instruction, Beauty & Spas, Day Spas, Trainers, Active Life",Henderson,,0,36.073718,-115.07779,ClubSport,89014,NV,,,,True,,True,False,,,True,,,,,,,,,3,,,,,,False,True,False,False,False
96849,"Active Life, Education, Gymnastics",Peoria,,1,33.6793855,-112.2263863,Desert Tumbling,85382,AZ,,,,False,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
4587,"Trainers, Fitness & Instruction, Gyms, Active Life",Richmond Hill,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.8886701,-79.4420745,Anytime Fitness,L4C 3C9,ON,,,,True,,,False,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
25478,"Active Life, Fitness & Instruction, Gyms",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.1000360869,-115.123261059,The Stronghouse,89119,NV,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,
122710,"Fitness & Instruction, Active Life, Gyms",Mesa,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",0,33.3805012,-111.7855717,Gold's Gym,85204,AZ,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
62527,"Summer Camps, Gymnastics, Active Life, Sports Clubs, Kids Activities",Champaign,"{'Monday': '16:0-19:0', 'Tuesday': '16:0-19:0', 'Wednesday': '16:0-19:0', 'Thursday': '16:0-19:0', 'Friday': '16:0-19:0', 'Saturday': '9:0-12:0'}",1,40.1157908,-88.3149538,I-Power School of Gymnastics,61822,IL,,,,False,,,,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
94043,"Fitness & Instruction, Gyms, Yoga, Active Life, Education, Pilates, Specialty Schools, Trainers",Toronto,"{'Monday': '6:0-12:0', 'Tuesday': '6:0-12:0', 'Wednesday': '6:0-12:0', 'Thursday': '6:0-12:0', 'Friday': '6:0-12:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-20:0'}",0,43.667672,-79.3852514,Yonge Street Fitness Club,M4Y 1M7,ON,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
106379,"Active Life, Fitness & Instruction, Trainers, Cycling Classes, Gyms",Scottsdale,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0'}",1,33.582976,-111.930724,Urban Garage Gym,85254,AZ,,,,True,,True,True,,,,,,,,,,,,,,,,,,False,True,False,False,False
187052,"Child Care & Day Care, Swimming Lessons/Schools, Summer Camps, Gyms, Specialty Schools, Fitness & Instruction, Active Life, Education, Local Services",Calgary,,1,50.9610836981,-114.0060938089,Remington YMCA in Quarry Park,T2C 3E7,AB,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
82167,"Fitness & Instruction, Trainers, Gyms, Active Life",Pineville,"{'Monday': '5:30-19:30', 'Tuesday': '5:30-19:30', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-18:30', 'Saturday': '8:30-11:30', 'Sunday': '13:30-14:30'}",1,35.089327,-80.8857419,RISE Charlotte,28134,NC,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,
177212,"Gyms, Pilates, Fitness & Instruction, Yoga, Active Life",Mesa,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-22:30', 'Saturday': '6:0-20:0', 'Sunday': '6:0-0:0'}",1,33.4513254844,-111.7865330088,Desert Fitness,85203,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22589,"Active Life, Cardio Classes, Health & Medical, Trainers, Chiropractors, Gyms, Fitness & Instruction",Toronto,"{'Monday': '6:30-20:0', 'Tuesday': '6:30-20:0', 'Wednesday': '6:30-20:0', 'Thursday': '6:30-20:0', 'Friday': '6:30-20:0'}",1,43.6475217,-79.3842397,Cardio-Go,M5V 1H8,ON,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,
20171,"Trainers, Gyms, Fitness & Instruction, Active Life",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.2073859,-115.3026958,Anytime Fitness,89134,NV,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
136532,"Trainers, Gyms, Active Life, Fitness & Instruction, Sports Clubs",Calgary,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-17:0'}",1,51.1088258,-113.9714414,GoodLife Fitness,T3J 5K3,AB,,,,,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
23458,"Gyms, Weight Loss Centers, Beauty & Spas, Fitness & Instruction, Active Life, Health & Medical",Scottsdale,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '10:0-14:0', 'Saturday': '8:0-12:0', 'Sunday': '8:0-12:0'}",1,33.5392012,-111.9229176,HYPOXI Scottsdale,85250,AZ,False,,,True,,True,True,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
15035,"Trainers, Gyms, Active Life, Fitness & Instruction",Calgary,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",0,51.0588414,-114.0199955,Fitness Plus,T2E 0S9,AB,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
148445,"Trainers, Sporting Goods, Shopping, Gyms, Fitness & Instruction, Active Life",Scottsdale,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,33.6249232636,-111.9766583066,Youfit Health Clubs,85254,AZ,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
180973,"Boxing, Active Life, Trainers, Gyms, Fitness & Instruction",Phoenix,"{'Monday': '14:0-21:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-20:30', 'Saturday': '11:0-16:0'}",1,33.4736935,-112.0302227,Chavez Boxing Gym,85008,AZ,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
188430,"Gyms, Fitness & Instruction, Active Life, Trainers",Las Vegas,,0,36.1448368,-115.2651803,24 Hour Fitness,89117,NV,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
131831,"Trainers, Self-defense Classes, Active Life, Fitness & Instruction, Nightlife, Martial Arts, Gyms, Karate",Scottsdale,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-18:0', 'Saturday': '7:30-13:0'}",1,33.6147862,-111.9116805,North Valley Martial Arts,85260,AZ,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
129115,"Active Life, Kickboxing, Circuit Training Gyms, Boxing, Martial Arts, Fitness & Instruction, Gyms, Trainers, Yoga",Charlotte,"{'Monday': '15:30-20:0', 'Tuesday': '15:30-20:0', 'Wednesday': '15:30-20:0', 'Thursday': '15:30-20:0', 'Friday': '15:30-18:0', 'Saturday': '8:0-13:0', 'Sunday': '11:0-14:0'}",1,35.200675,-80.843582,9ROUND,28203,NC,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
151689,"Fitness & Instruction, Active Life, Gyms",Las Vegas,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-19:0', 'Saturday': '8:0-17:0'}",1,36.1159087,-115.1953076,Caesars Entertainment Fitness Center,89103,NV,,,,True,,False,True,,False,False,,,,,,,,,,,,,True,,False,True,False,False,False
7578,"Gyms, Fitness & Instruction, Martial Arts, Trainers, Active Life",Las Vegas,"{'Monday': '6:30-21:0', 'Tuesday': '6:30-21:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-18:30', 'Saturday': '9:0-15:0'}",0,36.2387598,-115.2241644,Excel Defense Studios,89130,NV,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
128916,"Kids Activities, Gymnastics, Active Life, Party & Event Planning, Arts & Entertainment, Specialty Schools, Day Camps, Education, Summer Camps, Social Clubs, Event Planning & Services, Fitness & Instruction",Scottsdale,"{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",1,33.5067666,-111.952428,I.FLY Trapeze,85251,AZ,,,,True,,True,True,,True,True,,,,,,,,,,,,,True,,False,True,False,False,False
49033,"Gyms, Trainers, Fitness & Instruction, Active Life",Henderson,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0277488,-115.0499692,EōS Fitness - Las Vegas: Southeast/Stephanie,89012,NV,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
95521,"Hotels & Travel, Health & Medical, Gyms, Health Retreats, Fitness & Instruction, Trainers, Weight Loss Centers, Active Life",Parma,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,41.4176101685,-81.7344512939,Soza Fitness & Wellness,44129,OH,,,,,,True,False,,,False,,,,,,,,,,,,,,,,,,,
174709,"Trainers, Gyms, Active Life, Fitness & Instruction, Yoga",Madison,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.059277,-89.512156,Planet Fitness - Madison - Mineral Point,53717,WI,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
136660,"Gymnastics, Active Life",Mesa,"{'Monday': '0:0-0:0', 'Tuesday': '15:30-20:30', 'Wednesday': '15:30-19:30', 'Thursday': '15:30-20:30', 'Friday': '18:0-19:30', 'Saturday': '9:0-14:0'}",1,33.3749476,-111.6870796,Fortis Gymnastics Academy,85209,AZ,,,,True,,,,,False,,,,,,,,,,,,,,True,,False,False,False,False,False
136447,"Fitness & Instruction, Active Life, Dance Studios, Gyms, Barre Classes",Scottsdale,"{'Monday': '5:45-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '5:45-20:0', 'Thursday': '9:0-20:0', 'Friday': '5:45-16:0', 'Saturday': '6:30-10:0', 'Sunday': '9:0-11:15'}",1,33.5769915606,-111.9288235834,Pure Barre - Scottsdale,85253,AZ,,,,False,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
40702,"Fitness & Instruction, Active Life, Gyms",Charlotte,,0,35.30216,-80.751402,Sports & Fitness Clubs of Charlotte - University,28262,NC,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
40822,"Gyms, Trainers, Fitness & Instruction, Active Life",Twinsburg,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,41.3321432,-81.4648671,Titans Gym,44087,OH,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
113310,"Fitness & Instruction, Gyms, Active Life, Trainers",Rocky River,"{'Monday': '5:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-22:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",1,41.463402,-81.844111,Fitworks Rocky River,44116,OH,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
186336,"Active Life, Fitness & Instruction, Gyms, Trainers",Las Vegas,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",0,36.1475895858,-115.2069479569,Fitness For 10,89102,NV,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
150830,"Active Life, Gyms, Fitness & Instruction",Las Vegas,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}",1,36.2298389052,-115.0582695007,Warrior Fitness Center,89191,NV,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,True,False,False
177081,"Fitness & Instruction, Martial Arts, Gymnastics, Shopping, Arts & Entertainment, Amateur Sports Teams, Trampoline Parks, Sporting Goods, Professional Sports Teams, Active Life",North York,"{'Monday': '12:0-17:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",1,43.7565518,-79.4729871,Just Bounce Trampoline Club,M3J 2P6,ON,,,,True,,,,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
132943,"Beauty & Spas, Yoga, Fitness & Instruction, Gyms, Active Life, Trainers, Massage",Charlotte,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-16:0'}",1,35.224045,-80.848662,Charlotte Athletic Club,28202,NC,,,,True,,True,True,,,False,,,,,,,,,,,,,,,,,,,
107032,"Fitness & Instruction, Sports Clubs, Active Life, Trainers, Gyms",Newmarket,,1,44.069854,-79.4862788,Fit4Less,L3Y 4V8,ON,,,,,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
171650,"Active Life, Education, Yoga, Cardio Classes, Trainers, Specialty Schools, Gyms, Fitness & Instruction",Calgary,"{'Monday': '5:45-20:30', 'Tuesday': '5:45-20:30', 'Wednesday': '5:45-20:30', 'Thursday': '5:45-20:30', 'Friday': '5:45-18:30', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1,51.0424132,-114.0762541,Heavens Fitness,T2R 0E1,AB,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
179090,"Active Life, Fitness & Instruction, Gyms, Sports Clubs, Yoga, Trainers",Scarborough,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,43.7746114,-79.2815829,LA Fitness,M1P 5B7,ON,,,,True,,,False,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
123077,"Gyms, Boot Camps, Health & Medical, Active Life, Nutritionists, Trainers, Fitness & Instruction",Gilbert,"{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '5:0-20:0', 'Sunday': '5:0-20:0'}",1,33.3518556,-111.754974,Mint Body,85234,AZ,False,,,True,,True,True,,False,,,,,,,,,,,,,,True,,False,False,False,False,False
80269,"Yoga, Gyms, Fitness & Instruction, Active Life, Trainers, Sports Clubs",Scottsdale,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",1,33.5834379,-111.9234645,LA Fitness,85260,AZ,,,,True,,True,False,,,False,,,,,,,,,,,,,True,,False,True,False,False,False
150312,"Fitness & Instruction, Gyms, Active Life",Cleveland,,0,41.503761,-81.689168,Cleveland Health & Athletic Club - HFC at One Cleveland Center,44114,OH,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
